eft_id,description,normalized_description,company_id,company_name,alias,candidate_source,candidate_filter_score,fuzzy_score,vector_score,acronym_score,rule_score,final_score,risk_level,reason
26170,AEPS INC DT 12-24-2018 RO,aeps incorporated dt 12 24 2018 ro,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.8205,0.855,0.4503,0.0,0.0,0.5626,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
26675,AEPS GST INC DT 02-02-201,aeps gst incorporated dt 02 02 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.449,0.0,0.0,0.5622,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
23961,AEPS GST INC DT 02-09-201,aeps gst incorporated dt 02 09 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.449,0.0,0.0,0.5622,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
22056,AEPS GST INC DT 15-06-201,aeps gst incorporated dt 15 06 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4486,0.0,0.0,0.5621,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
22283,AEPS GST INC DT 02-07-201,aeps gst incorporated dt 02 07 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4486,0.0,0.0,0.5621,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
24008,AEPS GST INC DT 03-09-201,aeps gst incorporated dt 03 09 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4485,0.0,0.0,0.562,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
24418,AEPS GST INC DT 17-09-201,aeps gst incorporated dt 17 09 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4483,0.0,0.0,0.562,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
23501,AEPS GST INC DT 17-08-201,aeps gst incorporated dt 17 08 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4479,0.0,0.0,0.5619,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
21561,AEPS GST INC DT 14-05-201,aeps gst incorporated dt 14 05 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4477,0.0,0.0,0.5618,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
27017,AEPS GST INC DT 03-02-201,aeps gst incorporated dt 03 02 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4472,0.0,0.0,0.5617,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
26680,AEPS GST INC DT 03-02-201,aeps gst incorporated dt 03 02 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4472,0.0,0.0,0.5617,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
22291,AEPS GST INC DT 03-07-201,aeps gst incorporated dt 03 07 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4475,0.0,0.0,0.5617,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
23804,AEPS GST INC DT 25-08-201,aeps gst incorporated dt 25 08 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4471,0.0,0.0,0.5616,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
26849,AEPS GST INC DT 17-02-201,aeps gst incorporated dt 17 02 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4471,0.0,0.0,0.5616,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
23060,AEPS GST INC DT 02-08-201,aeps gst incorporated dt 02 08 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4466,0.0,0.0,0.5615,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
23013,AEPS GST INC DT 31-07-201,aeps gst incorporated dt 31 07 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4467,0.0,0.0,0.5615,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
21855,AEPS GST INC DT 30-05-201,aeps gst incorporated dt 30 05 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4464,0.0,0.0,0.5614,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
23069,AEPS GST INC DT 03-08-201,aeps gst incorporated dt 03 08 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4464,0.0,0.0,0.5614,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
27019,AEPS GST INC DT 03-03-201,aeps gst incorporated dt 03 03 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4462,0.0,0.0,0.5614,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
22606,AEPS GST INC DT 17-07-201,aeps gst incorporated dt 17 07 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4459,0.0,0.0,0.5613,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
21715,AEPS GST INC DT 23-05-201,aeps gst incorporated dt 23 05 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4461,0.0,0.0,0.5613,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
26958,AEPS GST INC DT 25-02-201,aeps gst incorporated dt 25 02 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4459,0.0,0.0,0.5613,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
24618,AEPS GST INC DT 25-09-201,aeps gst incorporated dt 25 09 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4457,0.0,0.0,0.5612,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
21891,AEPS GST INC DT 02-06-201,aeps gst incorporated dt 02 06 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4456,0.0,0.0,0.5612,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
24560,AEPS GST INC DT 21-09-201,aeps gst incorporated dt 21 09 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4457,0.0,0.0,0.5612,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
21648,AEPS GST INC DT 20-05-201,aeps gst incorporated dt 20 05 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4458,0.0,0.0,0.5612,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
23934,AEPS GST INC DT 31-08-201,aeps gst incorporated dt 31 08 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4455,0.0,0.0,0.5612,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
22801,AEPS GST INC DT 25-07-201,aeps gst incorporated dt 25 07 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4454,0.0,0.0,0.5611,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
24265,AEPS GST INC DT 12-09-201,aeps gst incorporated dt 12 09 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4455,0.0,0.0,0.5611,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
24562,AEPS GST INC DT 22-09-201,aeps gst incorporated dt 22 09 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4453,0.0,0.0,0.5611,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
24096,AEPS GST INC DT 06-09-201,aeps gst incorporated dt 06 09 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4452,0.0,0.0,0.5611,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
21646,AEPS GST INC DT 19-05-201,aeps gst incorporated dt 19 05 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4454,0.0,0.0,0.5611,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
26795,AEPS GST INC DT 12-02-201,aeps gst incorporated dt 12 02 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4449,0.0,0.0,0.561,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
23362,AEPS GST INC DT 12-08-201,aeps gst incorporated dt 12 08 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4449,0.0,0.0,0.561,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
21893,AEPS GST INC DT 03-06-201,aeps gst incorporated dt 03 06 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4447,0.0,0.0,0.5609,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
24127,AEPS GST INC DT 08-09-201,aeps gst incorporated dt 08 09 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4445,0.0,0.0,0.5609,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
22399,AEPS GST INC DT 06-07-201,aeps gst incorporated dt 06 07 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4444,0.0,0.0,0.5608,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
24125,AEPS GST INC DT 07-09-201,aeps gst incorporated dt 07 09 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4441,0.0,0.0,0.5607,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
23959,AEPS GST INC DT 01-09-201,aeps gst incorporated dt 01 09 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4438,0.0,0.0,0.5607,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
25913,AEPS GST INC DT 02-12-201,aeps gst incorporated dt 02 12 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4442,0.0,0.0,0.5607,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
25926,AEPS GST INC DT 03-12-201,aeps gst incorporated dt 03 12 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4439,0.0,0.0,0.5607,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
22442,AEPS GST INC DT 08-07-201,aeps gst incorporated dt 08 07 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.444,0.0,0.0,0.5607,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
26365,AEPS GST INC DT 01-09-201,aeps gst incorporated dt 01 09 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4438,0.0,0.0,0.5607,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
21816,AEPS GST INC DT 26-05-201,aeps gst incorporated dt 26 05 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.444,0.0,0.0,0.5607,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
26912,AEPS GST INC DT 21-02-201,aeps gst incorporated dt 21 02 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4436,0.0,0.0,0.5606,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
25625,AEPS GST INC DT 11-09-201,aeps gst incorporated dt 11 09 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4437,0.0,0.0,0.5606,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
24208,AEPS GST INC DT 11-09-201,aeps gst incorporated dt 11 09 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4437,0.0,0.0,0.5606,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
22739,AEPS GST INC DT 22-07-201,aeps gst incorporated dt 22 07 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4438,0.0,0.0,0.5606,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
21818,AEPS GST INC DT 27-05-201,aeps gst incorporated dt 27 05 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4438,0.0,0.0,0.5606,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
25592,AEPS GST INC DT 11-08-201,aeps gst incorporated dt 11 08 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4434,0.0,0.0,0.5605,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
22276,AEPS GST INC DT 01-07-201,aeps gst incorporated dt 01 07 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4433,0.0,0.0,0.5605,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
22440,AEPS GST INC DT 07-07-201,aeps gst incorporated dt 07 07 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4434,0.0,0.0,0.5605,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
22737,AEPS GST INC DT 21-07-201,aeps gst incorporated dt 21 07 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4434,0.0,0.0,0.5605,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
22533,AEPS GST INC DT 12-07-201,aeps gst incorporated dt 12 07 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4433,0.0,0.0,0.5605,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
23360,AEPS GST INC DT 11-08-201,aeps gst incorporated dt 11 08 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4434,0.0,0.0,0.5605,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
26782,AEPS GST INC DT 11-02-201,aeps gst incorporated dt 11 02 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4431,0.0,0.0,0.5604,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
22452,AEPS GST INC DT 09-07-201,aeps gst incorporated dt 09 07 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4429,0.0,0.0,0.5604,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
23624,AEPS GST INC DT 21-08-201,aeps gst incorporated dt 21 08 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4429,0.0,0.0,0.5604,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
26658,AEPS GST INC DT 01-02-201,aeps gst incorporated dt 01 02 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4431,0.0,0.0,0.5604,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
26274,AEPS GST INC DT 02-01-201,aeps gst incorporated dt 02 01 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4429,0.0,0.0,0.5604,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
25501,AEPS GST INC DT 11-02-201,aeps gst incorporated dt 11 02 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4431,0.0,0.0,0.5604,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
26935,AEPS GST INC DT 22-02-201,aeps gst incorporated dt 22 02 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.443,0.0,0.0,0.5604,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
22502,AEPS GST INC DT 11-07-201,aeps gst incorporated dt 11 07 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4427,0.0,0.0,0.5603,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
25994,AEPS GST INC DT 08-12-201,aeps gst incorporated dt 08 12 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4425,0.0,0.0,0.5603,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
24711,AEPS GST INC DT 28-09-201,aeps gst incorporated dt 28 09 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4427,0.0,0.0,0.5603,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
23626,AEPS GST INC DT 22-08-201,aeps gst incorporated dt 22 08 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4426,0.0,0.0,0.5603,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
26428,AEPS GST INC DT 15-01-201,aeps gst incorporated dt 15 01 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4422,0.0,0.0,0.5602,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
24285,AEPS GST INC DT 13-09-201,aeps gst incorporated dt 13 09 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4421,0.0,0.0,0.5601,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
23831,AEPS GST INC DT 28-08-201,aeps gst incorporated dt 28 08 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4419,0.0,0.0,0.5601,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
23101,AEPS GST INC DT 06-08-201,aeps gst incorporated dt 06 08 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4421,0.0,0.0,0.5601,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
27009,AEPS GST INC DT 03-01-201,aeps gst incorporated dt 03 01 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.442,0.0,0.0,0.5601,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
26291,AEPS GST INC DT 03-01-201,aeps gst incorporated dt 03 01 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.442,0.0,0.0,0.5601,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
22924,AEPS GST INC DT 28-07-201,aeps gst incorporated dt 28 07 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4421,0.0,0.0,0.5601,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
24129,AEPS GST INC DT 09-09-201,aeps gst incorporated dt 09 09 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.442,0.0,0.0,0.5601,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
23378,AEPS GST INC DT 13-08-201,aeps gst incorporated dt 13 08 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4418,0.0,0.0,0.56,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
25546,AEPS GST INC DT 11-03-201,aeps gst incorporated dt 11 03 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4416,0.0,0.0,0.56,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
23033,AEPS GST INC DT 01-08-201,aeps gst incorporated dt 01 08 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4418,0.0,0.0,0.56,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
23161,AEPS GST INC DT 08-08-201,aeps gst incorporated dt 08 08 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4412,0.0,0.0,0.5599,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
23108,AEPS GST INC DT 07-08-201,aeps gst incorporated dt 07 08 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.441,0.0,0.0,0.5598,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
25005,AEPS GST INC DT 10-08-201,aeps gst incorporated dt 10 08 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4411,0.0,0.0,0.5598,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
23358,AEPS GST INC DT 10-08-201,aeps gst incorporated dt 10 08 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4411,0.0,0.0,0.5598,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
22458,AEPS GST INC DT 10-07-201,aeps gst incorporated dt 10 07 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4409,0.0,0.0,0.5598,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
23177,AEPS GST INC DT 09-08-201,aeps gst incorporated dt 09 08 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.441,0.0,0.0,0.5598,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
26804,AEPS GST INC DT 13-02-201,aeps gst incorporated dt 13 02 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4406,0.0,0.0,0.5597,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
26326,AEPS GST INC DT 06-01-201,aeps gst incorporated dt 06 01 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4406,0.0,0.0,0.5597,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
24468,AEPS GST INC DT 18-09-201,aeps gst incorporated dt 18 09 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4406,0.0,0.0,0.5597,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
24814,AEPS GST INC DT 02-10-201,aeps gst incorporated dt 02 10 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4407,0.0,0.0,0.5597,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
25019,AEPS GST INC DT 10-09-201,aeps gst incorporated dt 10 09 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4405,0.0,0.0,0.5596,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
24163,AEPS GST INC DT 10-09-201,aeps gst incorporated dt 10 09 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4405,0.0,0.0,0.5596,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
24564,AEPS GST INC DT 23-09-201,aeps gst incorporated dt 23 09 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4402,0.0,0.0,0.5596,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
24824,AEPS GST INC DT 03-10-201,aeps gst incorporated dt 03 10 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4403,0.0,0.0,0.5596,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
22562,AEPS GST INC DT 13-07-201,aeps gst incorporated dt 13 07 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4404,0.0,0.0,0.5596,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
22215,AEPS GST INC DT 25-06-201,aeps gst incorporated dt 25 06 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4403,0.0,0.0,0.5596,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
22757,AEPS GST INC DT 23-07-201,aeps gst incorporated dt 23 07 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4399,0.0,0.0,0.5595,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
26847,AEPS GST INC DT 16-02-201,aeps gst incorporated dt 16 02 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.4399,0.0,0.0,0.5595,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
26349,AEPS GST INC DT 08-01-201,aeps gst incorporated dt 08 01 201,5,Delta Export Incorporated,delta exp incorporated,fuzzy_fallback,0.7442,0.855,0.44,0.0,0.0,0.5595,Low Risk,Aday şirket fuzzy fallback ile bulundu. Yazımsal benzerlik yüksek bulundu.
